level_0,index,Player,Age,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors,Club,Position,Nation,Value
1382,1717,Dani Ceballos,25,30,19,"1,564",0.0,4.0,0.0,8.0,0.0,18,5,27.8,0.0,0.0,21.0,0.0,1362.0,1504.0,90.6,21362.0,6610.0,81.0,4.66,60.0,8.0,5.0,2.0,5.0,1.0,9.0,0.52,8.0,0.0,0.0,0.0,1.0,0.0,43.0,29,25.0,39.1,23.0,25,68.0,6.0,1.0,Real Madrid,midfield,Spain,-2000000.0
1391,1891,Gonzalo Villar,24,16,3,457,0.0,0.0,0.0,5.0,0.0,3,1,33.3,0.0,0.0,19.7,0.0,205.0,258.0,79.5,3259.0,927.0,6.0,1.18,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5,6.0,42.9,9.0,6,16.0,5.0,0.0,AS Roma,midfield,Spain,-2200000.0
1392,2795,Hugo Siquet,20,2,0,17,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,59.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,100.0,1.0,0,2.0,0.0,0.0,Cercle Brugge ,Defender,Belgium,-2200000.0
1398,1201,Frederic Guilbert,27,18,17,"1,461",0.0,1.0,0.0,3.0,0.0,12,1,8.3,0.0,0.0,26.3,3.0,617.0,864.0,71.4,10774.0,4127.0,32.0,1.97,23.0,4.0,0.0,0.0,3.0,2.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,47.0,29,25.0,58.1,24.0,43,90.0,33.0,1.0,RC Strasbourg Alsace,Defender,France,-2500000.0
1393,554,Federico Ceccherini,30,22,18,"1,417",2.0,0.0,0.0,9.0,1.0,7,2,28.6,0.29,1.0,15.0,0.0,479.0,623.0,76.9,8667.0,3491.0,19.0,1.2,13.0,2.0,0.0,0.0,0.0,4.0,2.0,0.13,1.0,0.0,0.0,0.0,0.0,1.0,25.0,19,13.0,56.5,17.0,19,44.0,55.0,0.0,Hellas Verona,Defender,Italy,-2500000.0
1394,850,Maximilian Philipp,28,3,1,116,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.0,0.0,18.2,0.0,27.0,42.0,64.3,427.0,64.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,100.0,1.0,0,2.0,0.0,0.0,VfL Wolfsburg,Attack,Germany,-2500000.0
1395,2122,Colin Dagba,23,21,12,958,0.0,0.0,0.0,3.0,0.0,5,0,0.0,0.0,0.0,16.3,0.0,401.0,496.0,80.8,5529.0,2050.0,23.0,2.16,19.0,2.0,1.0,0.0,1.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,32.0,20,19.0,73.1,18.0,17,49.0,19.0,0.0,Paris Saint-Germain,Defender,France,-2500000.0
1396,1021,Kevin Akpoguma,27,28,21,"1,950",0.0,0.0,0.0,11.0,0.0,8,1,12.5,0.0,0.0,19.3,0.0,814.0,1024.0,79.5,15380.0,5931.0,17.0,0.79,14.0,0.0,3.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,75.0,44,32.0,71.1,45.0,24,99.0,70.0,1.0,TSG 1899 Hoffenheim,Defender,Nigeria,-2500000.0
1397,1705,Ander Guevara,25,8,2,221,0.0,0.0,0.0,2.0,0.0,1,0,0.0,0.0,0.0,23.7,0.0,161.0,179.0,89.9,2454.0,585.0,7.0,2.85,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,1.0,25.0,6.0,2,7.0,3.0,0.0,Deportivo Alavés,midfield,Spain,-2500000.0
1399,182,Simon Kjaer,33,17,12,"1,007",0.0,0.0,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,591.0,683.0,86.5,12451.0,4463.0,5.0,0.45,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8,7.0,63.6,14.0,9,24.0,35.0,1.0,AC Milan,Defender,Denmark,-2500000.0
1400,306,Lukas Hradecky,32,33,33,"2,969",0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,792.0,1101.0,71.9,20694.0,14943.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3.0,3.0,Bayer 04 Leverkusen,Goalkeeper,Finland,-2500000.0
1401,2200,Nedim Bajrami,23,18,7,819,1.0,0.0,0.0,0.0,0.0,23,8,34.8,0.04,0.13,20.7,4.0,245.0,355.0,69.0,3599.0,922.0,34.0,3.74,21.0,6.0,4.0,2.0,0.0,1.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,12.0,7,5.0,45.5,9.0,7,19.0,6.0,0.0,US Sassuolo,midfield,Albania,-2500000.0
1402,1534,Gerzino Nyamsi,25,20,19,"1,578",1.0,1.0,0.0,4.0,1.0,14,7,50.0,0.07,0.14,10.8,0.0,710.0,841.0,84.4,14214.0,5117.0,13.0,0.74,10.0,1.0,1.0,1.0,0.0,0.0,4.0,0.23,3.0,0.0,1.0,0.0,0.0,0.0,28.0,20,10.0,83.3,19.0,10,38.0,63.0,1.0,RC Strasbourg Alsace,Defender,France,-2500000.0
1404,2090,Mads Bech Sorensen,23,11,10,907,0.0,0.0,0.0,2.0,0.0,3,0,0.0,0.0,0.0,11.3,0.0,434.0,551.0,78.8,9175.0,3172.0,6.0,0.6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7,8.0,72.7,16.0,6,15.0,44.0,0.0,Brentford FC,Defender,Denmark,-2500000.0
1405,898,Ludwig Augustinsson,28,3,1,77,0.0,0.0,0.0,1.0,0.0,2,1,50.0,0.0,0.0,12.7,0.0,26.0,43.0,60.5,421.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0,1.0,1.0,0.0,Sevilla FC,Defender,Sweden,-2500000.0
1406,290,Bram Nuytinck,32,19,19,"1,498",0.0,1.0,0.0,4.0,0.0,4,0,0.0,0.0,0.0,10.7,0.0,559.0,659.0,84.8,11417.0,3707.0,6.0,0.36,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,54.0,38,23.0,67.6,36.0,23,77.0,84.0,0.0,NEC Nijmegen,Defender,Netherlands,-2500000.0
1407,366,Kevin Kampl,31,30,16,"1,372",2.0,2.0,0.0,8.0,0.0,7,2,28.6,0.29,1.0,19.4,0.0,791.0,898.0,88.1,12894.0,3384.0,41.0,2.69,39.0,0.0,0.0,1.0,0.0,1.0,5.0,0.33,5.0,0.0,0.0,0.0,0.0,0.0,21.0,11,6.0,22.2,26.0,22,43.0,11.0,0.0,RB Leipzig,midfield,Slovenia,-2500000.0
1408,631,Sargis Adamyan,29,24,4,644,1.0,2.0,0.0,3.0,0.0,21,11,52.4,0.05,0.09,14.0,0.0,123.0,179.0,68.7,2000.0,527.0,22.0,3.07,16.0,0.0,0.0,6.0,0.0,0.0,3.0,0.42,1.0,0.0,0.0,2.0,0.0,0.0,14.0,7,7.0,41.2,12.0,4,18.0,5.0,0.0,1.FC Köln,Attack,Armenia,-2500000.0
1403,174,Martin Dubravka,33,2,1,157,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,49.0,54.0,90.7,1046.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,Newcastle United,Goalkeeper,Slovakia,-2500000.0
1415,2586,Bryan Gil,21,4,2,148,0.0,1.0,0.0,1.0,0.0,2,1,50.0,0.0,0.0,19.4,0.0,47.0,60.0,78.3,638.0,92.0,5.0,3.04,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.82,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,3.0,1,4.0,1.0,0.0,Tottenham Hotspur,Attack,Spain,-3000000.0
1418,133,Papu Gomez,34,19,11,"1,065",1.0,1.0,0.0,4.0,0.0,22,7,31.8,0.05,0.14,21.4,0.0,450.0,535.0,84.1,7565.0,2319.0,46.0,3.89,38.0,2.0,1.0,2.0,2.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4,2.0,20.0,8.0,4,10.0,5.0,0.0,Sevilla FC,Attack,Argentina,-3000000.0
1417,2606,Oliver Skipp,21,23,18,"1,491",1.0,0.0,0.0,7.0,0.0,7,3,42.9,0.14,0.33,23.2,0.0,660.0,772.0,85.5,10674.0,2639.0,27.0,1.63,24.0,0.0,0.0,0.0,2.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,34.0,17,16.0,48.5,17.0,17,51.0,19.0,1.0,Tottenham Hotspur,midfield,England,-3000000.0
1416,2592,Curtis Jones,21,18,12,"1,035",3.0,1.0,0.0,2.0,0.0,15,5,33.3,0.2,0.6,17.9,0.0,611.0,677.0,90.3,9160.0,1895.0,38.0,3.3,31.0,0.0,4.0,1.0,1.0,1.0,4.0,0.35,3.0,0.0,1.0,0.0,0.0,0.0,34.0,17,18.0,58.1,12.0,3,37.0,9.0,0.0,Liverpool FC,midfield,England,-3000000.0
1412,921,Michael Frey,28,15,10,868,0.0,3.0,0.0,2.0,0.0,27,9,33.3,0.0,0.0,15.8,0.0,127.0,222.0,57.2,1706.0,507.0,15.0,1.55,13.0,0.0,0.0,2.0,0.0,0.0,4.0,0.41,4.0,0.0,0.0,0.0,0.0,0.0,13.0,5,4.0,30.8,6.0,2,15.0,1.0,0.0,Royal Antwerp FC,Attack,Switzerland,-3000000.0
1414,1395,Alfonso Pedraza,26,26,20,"1,633",0.0,3.0,0.0,5.0,0.0,26,10,38.5,0.0,0.0,18.4,0.0,641.0,832.0,77.0,9606.0,2553.0,39.0,2.15,30.0,0.0,5.0,3.0,0.0,1.0,5.0,0.28,4.0,0.0,1.0,0.0,0.0,0.0,35.0,26,19.0,65.5,19.0,18,53.0,31.0,0.0,Villarreal CF,Defender,Spain,-3000000.0
1413,2484,Maxence Lacroix,22,24,18,"1,627",1.0,0.0,0.0,1.0,0.0,4,1,25.0,0.25,1.0,8.6,0.0,952.0,1095.0,86.9,19895.0,7749.0,13.0,0.72,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13,8.0,50.0,22.0,26,48.0,85.0,0.0,VfL Wolfsburg,Defender,France,-3000000.0
1410,1289,Marko Grujic,26,24,14,"1,126",1.0,0.0,0.0,5.0,0.0,17,3,17.6,0.06,0.33,17.0,0.0,614.0,721.0,85.2,10735.0,3181.0,31.0,2.51,26.0,0.0,2.0,3.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,42.0,21,22.0,68.8,17.0,23,65.0,28.0,0.0,FC Porto,midfield,Serbia,-3000000.0
1411,2048,Jacob Bruun Larsen,23,12,3,328,1.0,0.0,0.0,0.0,0.0,7,2,28.6,0.14,0.5,14.9,0.0,62.0,88.0,70.5,807.0,152.0,12.0,3.3,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3,3.0,75.0,3.0,1,5.0,0.0,0.0,TSG 1899 Hoffenheim,Attack,Denmark,-3000000.0
1419,1642,Jean-Philippe Mateta,25,29,6,770,2.0,0.0,0.0,3.0,0.0,27,7,25.9,0.07,0.29,12.2,0.0,104.0,149.0,69.8,1196.0,155.0,8.0,0.94,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1,1.0,33.3,3.0,3,10.0,18.0,0.0,Crystal Palace,Attack,France,-3000000.0
1425,2742,Ander Barrenetxea,20,23,9,878,3.0,1.0,0.0,4.0,0.0,18,12,66.7,0.17,0.25,14.9,2.0,288.0,376.0,76.6,4302.0,1117.0,28.0,2.87,22.0,0.0,2.0,2.0,2.0,0.0,2.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0,21.0,15,12.0,42.9,15.0,5,26.0,7.0,0.0,Real Sociedad,Attack,Spain,-3000000.0
1421,269,Peter Gulacsi,32,6,6,540,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,189.0,215.0,87.9,4257.0,2285.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,RB Leipzig,Goalkeeper,Hungary,-3000000.0
1423,1745,Jean Lucas,24,6,3,291,0.0,0.0,0.0,0.0,0.0,5,3,60.0,0.0,0.0,18.3,0.0,134.0,154.0,87.0,2491.0,633.0,5.0,1.55,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5,6.0,50.0,2.0,4,13.0,2.0,0.0,AS Monaco,midfield,Brazil,-3000000.0
1424,382,Benjamin Andre,31,34,33,"2,916",1.0,1.0,0.0,12.0,0.0,24,4,16.7,0.04,0.25,16.9,0.0,1942.0,2324.0,83.6,35130.0,11527.0,70.0,2.16,62.0,0.0,0.0,3.0,3.0,2.0,6.0,0.19,5.0,0.0,0.0,0.0,1.0,0.0,128.0,74,65.0,53.7,50.0,47,175.0,60.0,0.0,LOSC Lille,midfield,France,-3000000.0
1426,1629,Sasa Lukic,25,12,4,412,0.0,0.0,0.0,1.0,0.0,5,1,20.0,0.0,0.0,27.1,0.0,192.0,218.0,88.1,3180.0,681.0,5.0,1.09,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3,3.0,42.9,6.0,5,13.0,3.0,0.0,Fulham FC,midfield,Serbia,-3000000.0
1427,387,Sebastian Coates,31,30,30,"2,558",1.0,0.0,0.0,7.0,0.0,17,5,29.4,0.06,0.2,9.2,0.0,1886.0,2107.0,89.5,35856.0,13501.0,37.0,1.3,32.0,1.0,0.0,3.0,1.0,0.0,2.0,0.07,0.0,1.0,0.0,0.0,1.0,0.0,25.0,14,18.0,60.0,23.0,21,46.0,66.0,0.0,Sporting CP,Defender,Uruguay,-3000000.0
1428,1919,Maxim Leitsch,24,9,7,663,0.0,0.0,0.0,0.0,0.0,2,1,50.0,0.0,0.0,19.1,0.0,249.0,328.0,75.9,4691.0,1687.0,5.0,0.68,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,9.0,7,4.0,80.0,7.0,18,27.0,26.0,1.0,1.FSV Mainz 05,Defender,Germany,-3000000.0
1429,117,Ivan Rakitic,34,31,21,"1,788",1.0,3.0,1.0,3.0,1.0,29,8,27.6,0.0,0.0,27.3,5.0,997.0,1241.0,80.3,17745.0,4758.0,66.0,3.32,45.0,14.0,0.0,2.0,3.0,2.0,6.0,0.3,3.0,3.0,0.0,0.0,0.0,0.0,37.0,26,19.0,47.5,21.0,27,64.0,20.0,0.0,Sevilla FC,midfield,Croatia,-3000000.0
1422,1342,Fabien Centonze,26,23,19,"1,689",0.0,0.0,0.0,4.0,0.0,14,0,0.0,0.0,0.0,23.0,0.0,715.0,945.0,75.7,11285.0,4732.0,35.0,1.86,27.0,3.0,1.0,0.0,4.0,0.0,3.0,0.16,2.0,0.0,0.0,0.0,1.0,0.0,58.0,37,30.0,71.4,24.0,44,102.0,55.0,1.0,FC Nantes,Defender,France,-3000000.0
1430,400,Tom Cairney,31,33,6,988,2.0,0.0,0.0,2.0,0.0,21,2,9.5,0.1,1.0,18.6,0.0,632.0,750.0,84.3,10133.0,2428.0,45.0,4.1,35.0,4.0,1.0,2.0,2.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,17.0,6,7.0,70.0,18.0,5,22.0,3.0,0.0,Fulham FC,midfield,Scotland,-3000000.0
1431,247,Michail Antonio,32,33,21,"1,829",5.0,3.0,0.0,2.0,0.0,39,13,33.3,0.13,0.38,11.6,0.0,186.0,348.0,53.4,2663.0,501.0,39.0,1.92,24.0,0.0,6.0,4.0,5.0,0.0,9.0,0.44,6.0,0.0,2.0,1.0,0.0,0.0,14.0,7,3.0,25.0,13.0,5,19.0,9.0,0.0,West Ham United,Attack,Jamaica,-3000000.0
1409,507,Cedric Soares,30,6,2,198,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,25.4,0.0,143.0,186.0,76.9,2394.0,686.0,4.0,1.82,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,3.0,100.0,3.0,1,9.0,5.0,0.0,Arsenal FC,Defender,Portugal,-3000000.0
1420,1015,Xeka,27,8,6,552,0.0,0.0,0.0,1.0,0.0,5,0,0.0,0.0,0.0,22.8,0.0,279.0,312.0,89.4,5221.0,1409.0,8.0,1.31,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3,7.0,43.8,11.0,6,16.0,8.0,0.0,Stade Rennais FC,midfield,Portugal,-3000000.0
1433,1666,Maxwel Cornet,25,14,2,245,0.0,0.0,0.0,0.0,0.0,9,2,22.2,0.0,0.0,12.5,0.0,72.0,97.0,74.2,942.0,166.0,6.0,2.23,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3,4.0,66.7,6.0,2,9.0,3.0,0.0,West Ham United,Attack,Cote d'Ivoire,-3000000.0
1445,722,Alex Moreno,29,15,15,"1,350",0.0,3.0,0.0,1.0,0.0,13,4,30.8,0.0,0.0,17.9,0.0,525.0,695.0,75.5,7787.0,3493.0,20.0,1.33,13.0,2.0,3.0,2.0,0.0,0.0,4.0,0.27,3.0,1.0,0.0,0.0,0.0,0.0,29.0,22,18.0,50.0,17.0,17,46.0,39.0,0.0,Aston Villa,Defender,Spain,-3000000.0
1439,1637,Ben Chilwell,25,23,15,"1,408",2.0,2.0,0.0,3.0,0.0,16,4,25.0,0.13,0.5,16.1,0.0,762.0,977.0,78.0,10963.0,3238.0,39.0,2.49,19.0,17.0,0.0,1.0,2.0,0.0,4.0,0.26,2.0,1.0,0.0,0.0,1.0,0.0,21.0,17,13.0,52.0,21.0,18,39.0,26.0,0.0,Chelsea FC,Defender,England,-3000000.0
1441,155,Ivan Perisic,33,34,23,"2,108",1.0,8.0,0.0,6.0,0.0,29,8,27.6,0.03,0.13,15.3,2.0,713.0,1121.0,63.6,12565.0,3575.0,75.0,3.2,55.0,16.0,1.0,2.0,1.0,0.0,11.0,0.47,7.0,3.0,1.0,0.0,0.0,0.0,42.0,24,27.0,57.4,29.0,22,64.0,49.0,1.0,Tottenham Hotspur,midfield,Croatia,-3000000.0
1440,2631,Emanuel Vignato,21,8,2,242,0.0,1.0,0.0,1.0,0.0,1,1,100.0,0.0,0.0,14.0,0.0,79.0,99.0,79.8,1201.0,338.0,5.0,1.86,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4,2.0,50.0,2.0,3,7.0,0.0,0.0,Bologna FC 1909,Attack,Italy,-3000000.0
1436,1715,Unai Nunez,25,36,35,"3,151",0.0,0.0,0.0,8.0,0.0,15,5,33.3,0.0,0.0,14.4,0.0,1744.0,2023.0,86.2,35775.0,12950.0,19.0,0.54,16.0,1.0,1.0,0.0,0.0,1.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,47.0,35,18.0,52.9,27.0,72,119.0,135.0,1.0,Celta de Vigo,Defender,Spain,-3000000.0
1438,1375,Gianluca Mancini,26,35,33,"2,858",1.0,2.0,0.0,7.0,0.0,22,5,22.7,0.05,0.2,13.1,0.0,1306.0,1621.0,80.6,24870.0,8978.0,37.0,1.17,30.0,1.0,0.0,4.0,1.0,1.0,3.0,0.09,2.0,0.0,0.0,0.0,1.0,0.0,37.0,19,18.0,52.9,38.0,46,83.0,67.0,0.0,AS Roma,Defender,Italy,-3000000.0
1437,1971,Niklas Dorsch,24,11,5,483,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,140.0,183.0,76.5,2575.0,691.0,8.0,1.49,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12,9.0,56.3,9.0,6,27.0,9.0,0.0,FC Augsburg,midfield,Germany,-3000000.0
1444,583,Koen Casteels,30,34,34,"3,060",0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,10.5,0.0,1220.0,1585.0,77.0,36421.0,25230.0,9.0,0.26,6.0,2.0,0.0,1.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,10.0,1.0,VfL Wolfsburg,Goalkeeper,Belgium,-3000000.0
1435,439,Aissa Mandi,30,21,16,"1,461",0.0,0.0,0.0,1.0,0.0,2,2,100.0,0.0,0.0,19.9,0.0,826.0,911.0,90.7,16064.0,5793.0,9.0,0.55,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,18.0,10,6.0,50.0,19.0,21,39.0,58.0,0.0,Villarreal CF,Defender,Algeria,-3000000.0
1443,862,Adrien Thomasson,28,20,16,"1,278",5.0,5.0,0.0,1.0,0.0,21,9,42.9,0.24,0.56,14.5,0.0,440.0,559.0,78.7,6769.0,1554.0,42.0,2.96,37.0,1.0,0.0,2.0,1.0,1.0,9.0,0.63,8.0,0.0,0.0,0.0,1.0,0.0,24.0,17,12.0,26.7,25.0,4,28.0,17.0,0.0,RC Lens,midfield,France,-3000000.0
1448,786,Thomas Partey,29,33,28,"2,483",3.0,0.0,0.0,5.0,0.0,28,4,14.3,0.11,0.75,20.4,0.0,1731.0,1985.0,87.2,30132.0,9207.0,71.0,2.57,62.0,2.0,1.0,2.0,1.0,3.0,6.0,0.22,6.0,0.0,0.0,0.0,0.0,0.0,70.0,40,25.0,48.1,26.0,28,98.0,41.0,1.0,Arsenal FC,midfield,Ghana,-3000000.0
1442,650,Ruben Aguilar,29,20,14,"1,172",0.0,0.0,0.0,3.0,0.0,4,2,50.0,0.0,0.0,17.5,0.0,696.0,847.0,82.2,10933.0,4515.0,18.0,1.38,14.0,1.0,0.0,1.0,1.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,19.0,9,8.0,36.4,13.0,18,37.0,28.0,1.0,AS Monaco,Defender,France,-3000000.0
1446,856,Maximilian Arnold,28,32,32,"2,767",5.0,3.0,3.0,5.0,0.0,29,12,41.4,0.07,0.17,31.4,6.0,1269.0,1642.0,77.3,28055.0,8726.0,82.0,2.67,41.0,35.0,1.0,3.0,2.0,0.0,10.0,0.33,5.0,3.0,0.0,1.0,1.0,0.0,62.0,31,28.0,51.9,34.0,26,88.0,65.0,2.0,VfL Wolfsburg,midfield,Germany,-3000000.0
1449,1480,Jerry St. Juste,25,21,7,909,1.0,1.0,0.0,3.0,0.0,7,1,14.3,0.14,1.0,17.4,0.0,885.0,964.0,91.8,15768.0,4944.0,24.0,2.38,21.0,0.0,2.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,15.0,8,7.0,63.6,8.0,14,29.0,22.0,1.0,Sporting CP,Defender,Netherlands,-3000000.0
1450,654,Darwin Machis,29,11,7,599,0.0,1.0,0.0,1.0,0.0,19,6,31.6,0.0,0.0,18.7,0.0,137.0,208.0,65.9,2613.0,731.0,20.0,3.02,13.0,0.0,2.0,2.0,3.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1.0,12.5,5.0,3,6.0,4.0,0.0,Cádiz CF,Attack,Venezuela,-3000000.0
1451,763,Vladimir Coufal,29,27,24,"2,136",0.0,1.0,0.0,5.0,0.0,6,0,0.0,0.0,0.0,25.7,0.0,730.0,1174.0,62.2,12756.0,6471.0,52.0,2.19,36.0,13.0,0.0,1.0,2.0,0.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,0.0,58.0,31,36.0,70.6,24.0,38,96.0,70.0,0.0,West Ham United,Defender,Czech Republic,-3000000.0
1452,2302,Jorge Cuenca,22,10,5,506,0.0,0.0,0.0,1.0,0.0,4,0,0.0,0.0,0.0,10.9,0.0,334.0,384.0,87.0,6357.0,2355.0,5.0,0.89,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7,4.0,57.1,10.0,6,15.0,44.0,0.0,Villarreal CF,Defender,Spain,-3000000.0
1453,2303,Tyrick Mitchell,22,36,34,"2,891",0.0,2.0,0.0,5.0,1.0,6,1,16.7,0.0,0.0,11.6,0.0,1152.0,1607.0,71.7,18235.0,8262.0,33.0,1.03,28.0,1.0,2.0,0.0,0.0,2.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,71.0,49,30.0,56.6,48.0,42,113.0,78.0,0.0,Crystal Palace,Defender,England,-3000000.0
1454,651,Mattia De Sciglio,29,17,11,"1,042",0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,27.6,0.0,450.0,569.0,79.1,8035.0,3019.0,15.0,1.3,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,14.0,7,9.0,64.3,9.0,4,18.0,20.0,0.0,Juventus FC,Defender,Italy,-3000000.0
1432,1059,Domingos Duarte,27,31,30,"2,657",0.0,2.0,0.0,11.0,1.0,16,4,25.0,0.0,0.0,11.0,0.0,742.0,963.0,77.1,15659.0,6506.0,15.0,0.51,13.0,0.0,0.0,2.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,26.0,18,19.0,73.1,29.0,39,65.0,145.0,0.0,Getafe CF,Defender,Portugal,-3000000.0
1447,724,Juanmi,29,22,9,925,4.0,0.0,0.0,3.0,0.0,18,8,44.4,0.22,0.5,12.8,0.0,207.0,245.0,84.5,2759.0,466.0,20.0,1.94,13.0,0.0,3.0,1.0,3.0,0.0,2.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0,14.0,10,7.0,22.6,10.0,4,18.0,4.0,0.0,Real Betis Balompié,Attack,Spain,-3000000.0
