Players,Values
Gonçalo Esteves,€3.00m 
João Palhinha,€25.00m 
Manuel Ugarte,€15.00m 
Dário Essugo,€1.00m 
Matheus Nunes,€35.00m 
Daniel Bragança,€7.00m 
Bruno Tabata,€4.00m 
Pedro Gonçalves,€30.00m 
Nuno Santos,€8.00m 
Jovane,€5.50m 
Geny Catamo,€800k 
Pablo Sarabia,€25.00m 
Marcus Edwards,€15.00m 
Gonzalo Plata,€6.00m 
Paulinho,€13.00m 
Tiago Tomás,€7.00m 
Islam Slimani,€1.50m 
Rodrigo Ribeiro,€1.00m 
Matheus,€6.00m 
Lukas Hornicek,€2.00m 
Tiago Sá,€800k 
David Carmo,€15.00m 
Diogo Leite,€7.00m 
Paulo Oliveira,€4.00m 
Tormena,€3.00m 
Bruno Rodrigues,€2.00m 
Raúl Silva,€1.00m 
Rolando,€200k 
Francisco Moura,€4.00m 
Sequeira,€2.50m 
Leonardo Buta,€450k 
Yan Couto,€5.00m 
Fabiano Silva,€2.50m 
Tiago Esgaio,€500k 
André Ferreira,€275k 
Al-Musrati,€12.00m 
Lucas Mineiro,€2.00m 
Gorby,€500k 
David Veiga,€150k 
André Horta,€5.00m 
João Novais,€3.00m 
Fransérgio,€2.50m 
Schürrle,€500k 
Castro,€500k 
Chiquinho,€4.50m 
Lucas Piazon,€3.50m 
Ricardo Horta,€20.00m 
Galeno,€12.00m 
Fábio Martins,€4.80m 
Roger,€4.00m 
Iuri Medeiros,€6.00m 
Rodrigo Gomes,€3.00m 
Hernâni,€500k 
Berna,€400k 
Kobamelo Kodisang,€300k 
Abel Ruiz,€7.00m 
Vitinha,€6.00m 
Mario González,€3.00m 
Rui Fonte,€1.00m 
Miguel Falé,€500k 
Edu,€150k 
Luiz Júnior,€3.00m 
Ivan Zlobin,€400k 
Dalberson,€200k 
Penetra,€3.00m 
Riccieli,€1.50m 
Patrick William,€1.00m 
Diogo Queirós,€1.00m 
Dylan Batubinsika,€700k 
Alex,€600k 
Fábio Baldé,€75k 
Adrián Marín,€1.50m 
Calvin Verdonk,€700k 
Rúben Lima,€200k 
Abdul Ibrahim,€100k 
Hernán de la Fuente,€1.00m 
Diogo Figueiras,€700k 
Dani Morer,€400k 
Manuel Ugarte,€15.00m 
Gustavo Assunção,€4.50m 
Charles Pickel,€2.50m 
Ryan Teague,€200k 
Benny Silva,€50k 
Pêpê,€3.50m 
Lawrence Ofori,€300k 
Andrija Lukovic,€250k 
João Neto,€250k 
Pedro Brazão,€2.00m 
João Carlos Teixeira,€2.00m 
David Tavares,€500k 
André Ricardo,€200k 
Marcos Paulo,€5.00m 
Iván Jaime,€1.00m 
Bruno Rodrigues,€1.00m 
Ivan Dolcek,€250k 
Ivo Rodrigues,€1.50m 
Heri Tavares,€1.20m 
Junior Kadile,€200k 
Geovani,€200k 
Simon Banza,€5.00m 
Jhonder Cádiz,€2.50m 
Anderson Silva,€1.50m 
Pedro Marques,€800k 
Pablo,€300k 
Amarildo,€75k 
Bruno Varela,€4.00m 
Matous Trmal,€2.00m 
Celton Biai,€500k 
Antal Bencze,€200k 
Toni Borevkovic,€3.00m 
Abdul Mumin,€3.00m 
Jorge Fernandes,€2.00m 
André Amaro,€1.50m 
Ibra Bamba,€500k 
Rafa Soares,€2.00m 
Hélder Sá,€800k 
Falaye Sacko,€4.00m 
Maga,€2.00m 
Bruno Gaspar,€700k 
João Ferreira,€700k 
Sílvio,€200k 
Tomás Händel,€3.00m 
Alfa Semedo,€1.50m 
André Almeida,€5.00m 
André André,€2.00m 
Nicolas Janvier,€1.00m 
Gui Guedes,€500k 
Tiago Silva,€1.50m 
Rochinha,€3.00m 
Geny Catamo,€800k 
Nélson da Luz,€300k 
Marcus Edwards,€15.00m 
Rúben Lameiras,€1.50m 
Ricardo Quaresma,€300k 
Óscar Estupiñán,€3.50m 
Bruno Duarte,€1.50m 
Herculano Nabian,€500k 
Alireza Beiranvand,€1.00m 
Rafael Bracali,€100k 
João Gonçalves,€100k 
Chidozie Awaziem,€4.00m 
Jackson Porozo,€3.00m 
Rodrigo Abascal,€800k 
Tiago Ilori,€700k 
Marcelo Djaló,€400k 
Guito,€100k 
Yanis Hamache,€2.00m 
Ricardo Mangas,€1.50m 
Filipe Ferreira,€400k 
Reggie Cannon,€4.00m 
Nathan,€3.00m 
Pedro Malheiro,€500k 
Ilija Vukotic,€500k 
Javi García,€300k 
Tomás Reymão,€300k 
Fran Pereira,€200k 
Paulinho,€1.60m 
Seba Pérez,€1.50m 
Gaius Makouta,€1.50m 
Miguel Reisinho,€300k 
Kenji Gorré,€700k 
Paul-Georges Ntep,€400k 
Gustavo Sauer,€2.50m 
Tiago Morais,€500k 
Luís Santos,€500k 
Petar Musa,€5.00m 
Yusupha Njie,€800k 
Jeriel de Santis,€500k 
Manuel Namora,€150k 
Victor Braga,€400k 
Fernando Castro,€300k 
Emilijus Zubas,€250k 
Norbert Haymamba,€200k 
Nino Galovic,€850k 
João Basso,€700k 
Gastón Campi,€500k 
Abdoulaye Ba,€400k 
Baptiste Aloé,€250k 
Sema Velázquez,€250k 
Brunão,€200k 
Quaresma,€500k 
Joel Ferreira,€150k 
Thales Oleques,€700k 
Tiago Esgaio,€500k 
Luiz Gustavo,€100k 
Eboue Kouassi,€1.50m 
Marco Soares,€50k 
Leandro Silva,€600k 
David Simão,€250k 
Pedro Moreira,€200k 
Yaw Moses,€125k 
Eugeni,€800k 
Alan Ruiz,€500k 
Pité,€350k 
Or Dasa,€300k 
André Bukia,€700k 
Tiago Araújo,€450k 
Arsénio,€350k 
Antony,€300k 
Adílio Santos,€200k 
Wellington Nem,€650k 
Omri Altman,€700k 
André Silva,€1.20m 
Bruno Marques,€700k 
Oday Dabbagh,€500k 
Mauro Caballero,€125k 
Samuel,€1.50m 
Payam Niazmand,€500k 
Kosuke Nakamura,€350k 
Ricardo Ferreira,€175k 
Tomás Igreja,€100k 
Fali Candé,€1.50m 
Willyan Rocha,€1.50m 
Pedrão,€1.50m 
Lucas Possignolo,€600k 
Filipe Relvas,€600k 
Casagrande,€200k 
Lucas Tagliapietra,€150k 
Jafar Salmani,€550k 
Achraf Lazaar,€300k 
Saná Gomes,€300k 
Fahd Moufi,€1.50m 
Julien Da Costa,€300k 
Pedro Sá,€700k 
Giannelli Imbula,€600k 
Henrique Jocú,€350k 
Lucas Fernandes,€2.00m 
Ewerton,€800k 
Paulo Estrela,€300k 
Shoya Nakajima,€3.50m 
Carlinhos,€1.20m 
Luquinha,€700k 
Abraham Marcus,€1.20m 
Iván Angulo,€800k 
Anderson Oliveira,€500k 
Sapara,€300k 
Aylton Boa Morte,€800k 
Welinton Junior,€800k 
Shuhei Kawasaki,€300k 
Beto,€10.00m 
Renato Júnior,€500k 
Wilinton Aponzá,€500k 
Fabrício,€400k 
Ricardo Matos,€300k 
João Veras,€300k 
Lucas Paes,€125k 
João Victor,€100k 
Ricardo Batista,€75k 
Nermin Zolotic,€500k 
Zach Muscat,€400k 
Kelechi John,€275k 
Vasco Fernandes,€75k 
Hebert,€75k 
Leonardo Lelo,€700k 
Derick Poloni,€150k 
Ricardo Fernandes,€100k 
Lucas Soares,€350k 
Rogério,€150k 
Rodrigo Galo,€50k 
Vitó,€225k 
Afonso Taira,€300k 
Cuca,€75k 
Nuno Borges,€50k 
Neto,€250k 
Zidane Banjaqui,€275k 
Kleis Bozhanaj,€75k 
Jota Silva,€750k 
Saviour Godwin,€600k 
Lucas Silva,€125k 
Leandro Sanca,€200k 
Carnejy Antoine,€200k 
João Vieira,€175k 
Camilo Triana,€100k 
Stanislav Kritsyuk,€1.50m 
Ziga Frelih,€800k 
Andrew,€400k 
Brian Araújo,€200k 
Lucas Cunha,€2.50m 
Iago Maidana,€1.00m 
Emmanuel Hackman,€500k 
Diogo Silva,€200k 
Guilherme,€200k 
Rúben Fernandes,€100k 
Talocha,€300k 
Henrique Gomes,€300k 
Zé Carlos,€1.50m 
João Caiado,€100k 
Vitor Carvalho,€1.50m 
Giorgi Aburjania,€500k 
João Afonso,€400k 
Jean,€400k 
Pedrinho,€1.50m 
Matheus Bueno,€500k 
Kanya Fujimoto,€2.00m 
Samuel Lino,€7.00m 
Bilel Aouacheria,€400k 
Antoine Leautey,€1.00m 
Murilo de Souza,€600k 
Boubacar Hanne,€250k 
André Liberal,€100k 
Fran Navarro,€3.00m 
Juan Calero,€500k 
Élder Santana,€300k 
Marcelo dos Santos,€175k 
Jhonatan,€400k 
Léo Vieira,€100k 
Magrão,€100k 
Hugo Gomes,€475k 
Renato Pantalon,€475k 
Aderllan Santos,€350k 
Ângelo,€125k 
Pedro Amaral,€750k 
Sávio,€225k 
Costinha,€900k 
Alhassane Sylla,€175k 
Philomon Baffour,€75k 
Junio,€50k 
Amine,€400k 
Zimbabwe,€125k 
Vítor Gomes,€100k 
João Graça,€200k 
Rúben Gonçalves,€175k 
Gabrielzinho,€725k 
Guga,€850k 
Chico Geraldes,€800k 
Bruno Ventura,€150k 
Carlos Mané,€1.60m 
Anderson Cruz,€300k 
Fábio Ronaldo,€250k 
Fabrice Olinga,€150k 
Joca,€450k 
Zé Manuel,€125k 
Ukra,€100k 
Leandro Silva,€75k 
Aziz,€1.00m 
Pedro Mendes,€700k 
André Pereira,€250k 
Ronan,€150k 
Dani Figueira,€1.00m 
Thiago Silva,€300k 
Jota Oliveira,€200k 
Nahuel Ferraresi,€1.50m 
Raúl Silva,€1.00m 
Patrick William,€1.00m 
Bernardo Vital,€500k 
Lucas Áfrico,€500k 
Volnei,€75k 
Pablo Maldini,€50k 
Racine Coly,€500k 
Joãozinho,€200k 
Carles Soria,€800k 
David Bruno,€500k 
Loreintz Rosier,€800k 
João Gamboa,€650k 
Miguel Crespo,€8.00m 
Romário Baró,€3.00m 
Duarte Carvalho,€300k 
Lucho Vega,€200k 
André Franco,€3.50m 
Chico Geraldes,€800k 
Rodrigo Valente,€500k 
Johan Mina,€200k 
Chiquinho,€3.00m 
Arthur Gomes,€1.50m 
Xavier,€350k 
Ryotaro Meshino,€300k 
Ruben Providence,€200k 
Jordi Mboula,€1.50m 
Bruno Lourenço,€400k 
Elias Achouri,€300k 
Rui Fonte,€1.00m 
João Carlos,€650k 
Leonardo Ruiz,€500k 
André Clóvis,€300k 
Benchimol,€150k 
Paulo Vítor,€125k 
Samu,€100k 
Ricardo Moura,€25k 
Alexsandro,€800k 
João Queirós,€125k 
Rúben Pereira,€75k 
Luís Rocha,€75k 
Bruno Langa,€450k 
Joel Ferreira,€150k 
Bruno Teles,€25k 
João Correia,€450k 
Nuno Campos,€250k 
Kevin Lenini,€300k 
Guima,€175k 
Nwankwo Obiora,€175k 
Paulinho,€125k 
Nuno Coelho,€50k 
Wellington Carvalho,€525k 
João Teixeira,€600k 
João Mendes,€200k 
Adriano Castanheira,€250k 
João Batxi,€575k 
Juninho,€200k 
Nicolas Reis,€75k 
Picas,€75k 
Benny,€75k 
Jô,€300k 
Patrick,€175k 
Platiny,€125k 
Pedro Ribeiro,€75k 
Pedro Silva,€400k 
Charles,€400k 
Manuel Baldé,€100k 
Nader,€25k 
Ivo Gonçalves,€25k 
Bruno Wilson,€900k 
Ivanildo Fernandes,€900k 
Anderson Jesus,€800k 
Mohamed Aidara,€400k 
Marcelo Vilela,€125k 
David Martins,€100k 
Kiki,€500k 
Matheus Pereira,€400k 
Richard Ofori,€400k 
Emmanuel Maviram,€50k 
Koffi Kouao,€1.50m 
Igor Julião,€600k 
Hugo Oliveira,€125k 
Claudemir,€300k 
Osama Rashid,€1.50m 
Raphael Guzzo,€300k 
Marcos Paulo,€200k 
Tomás Silva,€175k 
Evrard Zag,€100k 
Samu,€900k 
Alex Méndez,€500k 
Kiko Bondoso,€1.00m 
Andrés Sarmiento,€600k 
Francis Cann,€250k 
João Pais,€100k 
Kévin Zohi,€800k 
Nuno Moreira,€500k 
Guilherme Schettine,€900k 
Tianyu Guo,€800k 
Etim,€250k 
Cassiano,€200k 
Gonçalo Tabuaço,€450k 
Joyce Anacoura,€100k 
Vítor São Bento,€100k 
Nuno Hidalgo,€75k 
Diogo Santos,€25k 
Anthony Correia,€475k 
André Duarte,€350k 
Mamadou Traoré,€300k 
Matheus Dantas,€250k 
Afonso Figueiredo,€250k 
Muhammad Candé,€150k 
Edu Duarte,€150k 
Michel,€100k 
Sérgio Conceição,€400k 
Tiago Melo,€150k 
Miguel Lopes,€50k 
Aloísio,€200k 
Miranda,€100k 
Latón,€50k 
Gastón Romano,€275k 
Maestro,€200k 
Xavi Fernandes,€175k 
Horácio Jau,€150k 
Reko Silva,€150k 
Miguel Rosa,€50k 
Diogo Pinto,€500k 
Diogo Salomão,€75k 
Madson,€300k 
Leandro Tipote,€225k 
Bruno Fernandes,€100k 
Smary Piedade,€75k 
Paulinho,€325k 
Ricardo Schutte,€150k 
Edrisa Lubega,€125k 
Fabrício,€25k 
Mateus Pasinato,€600k 
Kewin,€400k 
Miguel Oliveira,€200k 
Pablo Santos,€1.00m 
Lazar Rosic,€600k 
Artur Jorge,€500k 
Abdoulaye Ba,€400k 
Steven Vitória,€100k 
Abdu Conté,€3.00m 
Pedro Amador,€500k 
Godfried Frimpong,€300k 
Rodrigo Conceição,€500k 
Paulinho,€400k 
Matheus Silva,€200k 
Ibrahima,€600k 
Sori Mané,€400k 
Nikola Jambor,€200k 
Ismael,€200k 
Fábio Pacheco,€100k 
Filipe Soares,€3.50m 
Jefferson,€1.00m 
Gonçalo Franco,€500k 
Kevin Mirallas,€400k 
Felipe Pires,€800k 
Walterson Silva,€500k 
Galego,€200k 
Yan,€700k 
André Luis,€500k 
Derik Lacerda,€400k 
Rafael Martins,€300k 
Ricardo Velho,€200k 
Miguel Carvalho,€75k 
Rafael Defendi,€50k 
Robson,€325k 
Edu Mancha,€225k 
Otavio Gut,€175k 
Vasco Oliveira,€175k 
Abner,€400k 
Henrique Gelain,€150k 
Tiago Lopes,€100k 
Alex Pinto,€550k 
Miguel Bandarra,€250k 
Pedro Albino,€150k 
Amine,€400k 
Claudio Falcão,€275k 
Bruno Paz,€225k 
Bura Nogueira,€175k 
Seruca,€100k 
Fabrício Isidoro,€275k 
Jonatan Lucca,€275k 
Mica,€175k 
Lucas Felippe,€75k 
Madi Queta,€200k 
Mihlali Mayambela,€350k 
Elves Baldé,€300k 
Vasco Lopes,€225k 
Cristian Ponde,€225k 
Loide Augusto,€175k 
Harramiz,€150k 
Ângelo Taveira,€75k 
Pedro Henrique,€350k 
Nikola Stojiljkovic,€300k 
Paollo,€175k 
Emerson Tucão,€75k 
Idrissa Sylla,€75k 
André Onana,€12.00m 
Jay Gorter,€1.50m 
Przemyslaw Tyton,€300k 
Remko Pasveer,€250k 
Calvin Raatsie,€200k 
Maarten Stekelenburg,€200k 
Charlie Setford,€200k 
Jurrien Timber,€35.00m 
Lisandro Martínez,€32.00m 
Perr Schuurs,€7.00m 
Lisandro Magallán,€2.50m 
Nordin Musampa,€500k 
Nicolás Tagliafico,€11.00m 
Daley Blind,€9.00m 
Youri Baas,€450k 
Anass Salah-Eddine,€300k 
Noussair Mazraoui,€20.00m 
Devyne Rensch,€8.00m 
Sean Klaiber,€2.80m 
Liam van Gelderen,€650k 
Edson Álvarez,€22.00m 
Enric Llansana,€400k 
Ryan Gravenberch,€35.00m 
Kenneth Taylor,€4.50m 
Jurgen Ekkelenkamp,€3.50m 
Youri Regeer,€2.40m 
Kian Fitz-Jim,€800k 
Davy Klaassen,€14.00m 
Steven Berghuis,€14.00m 
Mohammed Kudus,€10.00m 
Mohamed Ihattaren,€5.00m 
Zakaria Labyad,€3.00m 
Victor Jensen,€800k 
Kristian Hlynsson,€450k 
Dusan Tadic,€12.00m 
Mohamed Daramy,€6.00m 
Naci Ünüvar,€3.50m 
Amourricho van Axel Dongen,€500k 
Antony,€35.00m 
David Neres,€20.00m 
Sontje Hansen,€1.00m 
Ar'jany Martha,€350k 
Sébastien Haller,€35.00m 
Brian Brobbey,€9.00m 
Danilo,€4.00m 
Joël Drommel,€3.50m 
Yvon Mvogo,€2.80m 
Vincent Müller,€300k 
Maxime Delanghe,€300k 
Kjell Peersman,€200k 
Aron van Lare,€25k 
Olivier Boscagli,€8.00m 
André Ramalho,€3.50m 
Armando Obispo,€3.00m 
Nick Viergever,€800k 
Jenson Seelt,€400k 
Dennis Vos,€350k 
Philipp Max,€8.00m 
Mauro Júnior,€6.00m 
Fredrik Oppegard,€400k 
Jordan Teze,€8.00m 
Phillipp Mwene,€3.00m 
Ibrahim Sangaré,€24.00m 
Pablo Rosario,€10.00m 
Joey Veerman,€14.00m 
Érick Gutiérrez,€7.00m 
Michal Sadilek,€4.00m 
Ryan Thomas,€2.50m 
Marco van Ginkel,€1.75m 
Mario Götze,€10.00m 
Mohamed Ihattaren,€5.00m 
Richard Ledezma,€850k 
Ismael Saibari,€450k 
Cody Gakpo,€30.00m 
Bruma,€6.00m 
Jeremy Antonisse,€300k 
Noni Madueke,€18.00m 
Ritsu Doan,€8.00m 
Johan Bakayoko,€3.00m 
Carlos Vinícius,€8.00m 
Yorbe Vertessen,€4.50m 
Maximiliano Romero,€3.00m 
Eran Zahavi,€1.50m 
Fodé Fofana,€350k 
Justin Bijlow,€13.00m 
Valentin Cojocaru,€900k 
Ofir Marciano,€500k 
Tein Troost,€100k 
Thijs Jansen,€50k 
Marcos Senesi,€17.00m 
Gernot Trauner,€5.00m 
Philippe Sandler,€2.00m 
Ramon Hendriks,€800k 
Tyrell Malacia,€17.00m 
Ridgeciano Haps,€1.80m 
Lutsharel Geertruida,€12.00m 
Marcus Pedersen,€4.50m 
Denzel Hall,€100k 
Mimeirhel Benita,€100k 
Fredrik Aursnes,€12.00m 
Jorrit Hendrix,€1.80m 
Jens Toornstra,€1.20m 
Leroy Fer,€800k 
Lennard Hartjes,€100k 
Orkun Kökcü,€22.00m 
Wouter Burger,€1.30m 
Antoni Milambo,€1.00m 
Guus Til,€7.50m 
Cole Bassett,€4.00m 
João Carlos Teixeira,€2.00m 
Mark Diemers,€1.50m 
Francesco Antonucci,€1.00m 
Luis Sinisterra,€25.00m 
Aliou Baldé,€400k 
Reiss Nelson,€6.50m 
Alireza Jahanbakhsh,€3.50m 
Patrik Walemark,€3.50m 
Christian Conteh,€450k 
Cyriel Dessers,€6.00m 
Bryan Linssen,€2.20m 
Robert Bozenik,€1.20m 
Naoufal Bannis,€400k 
Delano Ladan,€175k 
Peter Vindahl Jensen,€900k 
Hobie Verhulst,€425k 
Sem Westerveld,€250k 
Beau Reus,€150k 
Mees Bakker,€100k 
Pantelis Chatzidiakos,€2.50m 
Bruno Martins Indi,€2.20m 
Sam Beukema,€1.00m 
Timo Letschert,€700k 
Maxim Dekker,€400k 
Jorn Berkhout,€250k 
Owen Wijndal,€12.00m 
Milos Kerkez,€700k 
Maxim Gullit,€350k 
Yukinari Sugawara,€3.00m 
Aslak Witry,€1.20m 
Teun Koopmeiners,€25.00m 
Jordy Clasie,€2.50m 
Peer Koopmeiners,€600k 
Fredrik Midtsjö,€6.00m 
Tijjani Reijnders,€1.50m 
Zico Buurmeester,€550k 
Dani de Wit,€3.50m 
Mohamed Taabouni,€850k 
Fedde de Jong,€650k 
Thijs Oosting,€600k 
Jeremy Helmer,€300k 
Jesper Karlsson,€14.00m 
Myron van Brederode,€200k 
Kamal Sowah,€3.50m 
Albert Gudmundsson,€2.40m 
Zakaria Aboukhlal,€2.00m 
Hakon Evjen,€1.80m 
Vangelis Pavlidis,€6.00m 
Yusuf Barasi,€500k 
Ernest Poku,€300k 
Jelle Duin,€200k 
Mexx Meerdink,€150k 
Maarten Paes,€900k 
Fabian de Keijzer,€900k 
Eric Oelschlägel,€500k 
Thijmen Nijhuis,€200k 
Joey Houweling,€75k 
Kevin Gadellaa,€25k 
Mike van der Hoorn,€1.60m 
Tommy St. Jago,€1.00m 
Benaissa Benamar,€425k 
Christopher Mamengi,€425k 
Mark van der Maarel,€400k 
Rick Meissen,€300k 
Ruben Kluivert,€200k 
Django Warmerdam,€1.20m 
Arthur Zagré,€1.00m 
Djevencio van der Kust,€650k 
Hidde ter Avest,€2.00m 
Raymond Huizing,€200k 
Sylian Mokono,€200k 
Adam Maher,€3.80m 
Quinten Timber,€4.00m 
Simon Gustafson,€1.80m 
Joris van Overeem,€900k 
Davy van den Berg,€250k 
Rocco Robert Shein,€250k 
Urby Emanuelson,€100k 
Bart Ramselaar,€3.80m 
Sander van de Streek,€1.40m 
Mimoun Mahi,€1.40m 
Othmane Boussaid,€1.10m 
Gyrano Kerk,€5.50m 
Pontus Almqvist,€3.00m 
Moussa Sylla,€1.50m 
Naoki Maeda,€900k 
Remco Balk,€400k 
Mohamed Mallahi,€275k 
Eros Maddy,€200k 
Anastasios Douvikas,€2.00m 
Henk Veerman,€900k 
Adrián Dalmau,€700k 
Mees Rijks,€225k 
Lars Unnerstall,€2.00m 
Jeffrey de Lange,€200k 
Ennio van der Gouw,€50k 
Mees Hilgers,€2.50m 
Kik Pierie,€1.50m 
Robin Pröpper,€1.30m 
Julio Pleguezuelo,€1.30m 
Dario Dumic,€800k 
Max Bruns,€75k 
Gijs Smal,€1.40m 
Jayden Oosterwolde,€1.00m 
Joshua Brenet,€1.30m 
Giovanni Troupée,€600k 
Luca Everink,€150k 
Ramiz Zerrouki,€3.50m 
Jesse Bosch,€600k 
Godfried Roemeratoe,€450k 
Wout Brama,€200k 
Casper Staring,€100k 
Michal Sadilek,€4.00m 
Michel Vlap,€2.00m 
Luka Ilic,€700k 
Thijs van Leeuwen,€300k 
Queensy Menig,€2.30m 
Virgil Misidjan,€800k 
Dimitrios Limnios,€2.00m 
Vaclav Cerny,€1.00m 
Daan Rots,€800k 
Denilho Cleonise,€400k 
Jahnoah Markelo,€50k 
Manfred Ugalde,€1.10m 
Ricky van Wolfswinkel,€800k 
Xavier Mous,€450k 
Erwin Mulder,€300k 
Jan Bekkema,€50k 
Jaimy Kroesen,€50k 
Pawel Bochniewicz,€2.20m 
Sven van Beek,€800k 
Ibrahim Dresevic,€800k 
Joost van Aken,€650k 
Nick Bakker,€450k 
Syb van Ottele,€250k 
Timo Zaal,€100k 
Rami Kaib,€700k 
Lucas Woudenberg,€650k 
Milan van Ewijk,€2.50m 
Hamdi Akujobi,€150k 
Thom Haye,€1.30m 
Nicolas Madsen,€750k 
Joey Veerman,€14.00m 
Anas Tahiri,€700k 
Rodney Kongolo,€600k 
Jan Ras,€75k 
Djenahro Nunumete,€50k 
Tibor Halilovic,€1.50m 
Siem de Jong,€350k 
Rami Al-Hajj,€300k 
Stanislav Shopov,€175k 
Filip Stevanovic,€2.50m 
Mitchell van Bergen,€2.00m 
Arjen van der Heide,€450k 
Anthony Musaba,€1.20m 
Benjamin Nygren,€1.00m 
Amin Sarr,€2.00m 
Sydney van Hooijdonk,€1.30m 
Henk Veerman,€900k 
Maduka Okoye,€3.50m 
Benjamin van Leer,€250k 
Tim Coremans,€200k 
Ishan Kort,€50k 
Bart Vriends,€350k 
Tom Beugelsdijk,€350k 
Michaël Heylen,€350k 
Adil Auassar,€200k 
Augustin Drakpe,€75k 
Jason Meerstadt,€50k 
Riza Durmisi,€500k 
Mica Pinto,€500k 
Aaron Meijers,€250k 
Gaultiér Overman,€25k 
Giannis Masouras,€450k 
Dirk Abels,€400k 
Laurent Jans,€350k 
Laros Duarte,€1.50m 
Joeri de Kamps,€475k 
Jafar Bynoe,€150k 
Jeremy van Mullem,€100k 
Abdou Harroui,€3.00m 
Younes Namli,€1.20m 
Sven Mijnans,€850k 
Arno Verschueren,€600k 
Bryan Smeets,€600k 
Mohammed Osman,€600k 
Kenzo Goudmijn,€600k 
Vito van Crooij,€700k 
Emanuel Emegha,€900k 
Adrián Dalmau,€700k 
Lennart Thy,€650k 
Mario Engels,€450k 
Markus Schubert,€600k 
Jeroen Houwen,€500k 
Daan Reiziger,€150k 
Eric Verstappen,€125k 
Danilho Doekhi,€4.00m 
Jacob Rasmussen,€3.00m 
Dominik Oroz,€600k 
Tomas Hajek,€400k 
Enzo Cornelisse,€400k 
Maximilian Wittek,€2.50m 
Eli Dasa,€2.00m 
Romaric Yapi,€200k 
Riechedly Bazoer,€5.00m 
Matus Bero,€2.50m 
Sondre Tronstad,€2.00m 
Toni Domgjoni,€1.50m 
Patrick Vroegh,€400k 
Yann Gboho,€2.50m 
Oussama Tannane,€600k 
Daan Huisman,€500k 
Enrico Dueñas,€200k 
Gyan de Regt,€100k 
Julian Von Moos,€1.00m 
Million Manhoef,€450k 
Hilary Gong,€375k 
Loïs Openda,€7.50m 
Nikolai Baden Frederiksen,€3.50m 
Adrian Grbic,€2.50m 
Thomas Buitink,€1.30m 
Oussama Darfalou,€700k 
Mattijs Branderhorst,€700k 
Danny Vukovic,€150k 
Robin Roefs,€75k 
Rodrigo Guth,€750k 
Cas Odenthal,€650k 
Iván Márquez,€550k 
Kevin Bukusu,€250k 
Souffian El Karouani,€900k 
Calvin Verdonk,€700k 
Bart van Rooij,€800k 
Ilias Bronkhorst,€300k 
Javier Vet,€325k 
Lasse Schöne,€300k 
Dirk Proper,€900k 
Mathias De Wolf,€125k 
Jonathan Okita,€800k 
Jordy Bruijn,€800k 
Thomas Beekman,€200k 
Mikkel Duelund,€700k 
Magnus Mattsson,€650k 
Joep van der Sluijs,€125k 
Elayis Tavsan,€1.40m 
Ali Akman,€1.20m 
Ole Romeny,€375k 
Wilfried Bony,€300k 
Pedro Ruiz,€250k 
Warner Hahn,€750k 
Andries Noppert,€450k 
Nick Hengelman,€75k 
Sven Jansen,€50k 
Job Schuurman,€50k 
Joris Kramer,€650k 
Gerrit Nauber,€550k 
Jay Idzes,€500k 
Cuco Martina,€300k 
Justin Bakker,€300k 
Bas Kuipers,€650k 
Aventis Aventisian,€75k 
Turan Tuzlacik,€50k 
Boyd Lucassen,€450k 
Mats Deijl,€425k 
Luuk Brouwers,€1.00m 
Yacine Bourhane,€200k 
Philippe Rommens,€800k 
Evert Linthorst,€400k 
Quiermo Dumay,€25k 
Giannis-Fivos Botos,€400k 
Iñigo Córdoba,€2.50m 
Ragnar Oratmangoen,€550k 
Frank Ross,€150k 
Ogechika Heil,€300k 
Martijn Berden,€250k 
Marc Cardona,€500k 
Isac Lidberg,€400k 
Zakaria Eddahchouri,€75k 
Sam Crowther,€50k 
Michael Verrips,€800k 
Yanick van Osch,€700k 
Felix Dornebusch,€225k 
Ruben van Kouwen,€50k 
Tom Hendriks,€50k 
Nigel Lonwijk,€300k 
Dimitrios Siovas,€750k 
Martin Angha,€700k 
Roel Janssen,€300k 
Stijn Hogervorst,€25k 
George Cox,€900k 
Ronan Pluijmen,€50k 
Lazaros Rota,€1.00m 
Ivo Pinto,€500k 
Andreas Samaris,€700k 
Mickaël Tirpan,€700k 
Tesfaldet Tekie,€850k 
Deroy Duarte,€750k 
Adnan Ugur,€500k 
Ben Rienstra,€300k 
Ryan Johansson,€100k 
Zian Flemming,€2.00m 
Arianit Ferati,€300k 
Richie Musaba,€200k 
Yigit Emre Celtik,€100k 
Emil Hansson,€600k 
Lisandro Semedo,€700k 
Jordan Botaka,€600k 
Thibaud Verlinden,€250k 
Tijjani Noslin,€250k 
Tunahan Tasci,€100k 
Mats Seuntjens,€1.20m 
Paul Gladon,€450k 
Charlison Benschop,€350k 
Bassala Sambou,€300k 
Toshio Lake,€200k 
Samy Baghdadi,€150k 
Arian Kastrati,€75k 
Filip Stankovic,€450k 
Barry Lauwers,€175k 
Dion Vlak,€25k 
Micky van de Ven,€4.00m 
Damon Mirani,€550k 
Benaissa Benamar,€425k 
Mike Eerdhuijzen,€325k 
Josh Flint,€100k 
Sjors Kramer,€50k 
Jay Koorndijk,€25k 
Billy van Duijl,€25k 
Derry John Murkin,€275k 
Dean James,€250k 
John Hilton,€100k 
