Player,Club,Age,Position,Nation,Value,League
Vlad Chiriches,US Cremonese,33,Defender,Romania,3186.0,Serie A
Dorian Ciezkowski,US Cremonese,22,Goalkeeper,Poland,3181.0,Serie A
Gianluca Saro,US Cremonese,23,Goalkeeper,Italy,3180.0,Serie A
Mouhamadou Sarr,US Cremonese,26,Goalkeeper,Senegal,3179.0,Serie A
Miguel Veloso,Hellas Verona,37,midfield,Portugal,3165.0,Serie A
Alessandro Berardi,Hellas Verona,32,Goalkeeper,Italy,3151.0,Serie A
Simone Perilli,Hellas Verona,28,Goalkeeper,Italy,3150.0,Serie A
Julius Beck,Spezia Calcio,18,midfield,Denmark,3140.0,Serie A
Jacopo Sala,Spezia Calcio,31,midfield,Italy,3139.0,Serie A
Tio Cipot,Spezia Calcio,20,midfield,Slovenia,3138.0,Serie A
Albin Ekdal,Spezia Calcio,33,midfield,Sweden,3135.0,Serie A
Salva Ferrer,Spezia Calcio,25,Defender,Spain,3132.0,Serie A
Federico Marchetti,Spezia Calcio,40,Goalkeeper,Italy,3123.0,Serie A
Petar Zovko,Spezia Calcio,21,Goalkeeper,Bosnia-Herzegovina,3122.0,Serie A
Jeroen Zoet,Spezia Calcio,32,Goalkeeper,Netherlands,3121.0,Serie A
Joel Voelkerling Persson,US Lecce,20,Attack,Sweden,3119.0,Serie A
Medon Berisha,US Lecce,19,midfield,Albania,3112.0,Serie A
Thórir Jóhann Helgason,US Lecce,22,midfield,Iceland,3111.0,Serie A
Mats Lemmens,US Lecce,21,Defender,Belgium,3104.0,Serie A
Tommaso Cassandro,US Lecce,23,Defender,Italy,3103.0,Serie A
Alessandro Tuia,US Lecce,33,Defender,Italy,3099.0,Serie A
Kastriot Dermaku,US Lecce,31,Defender,Albania,3098.0,Serie A
Simone Romagnoli,US Lecce,33,Defender,Italy,3097.0,Serie A
Jasper Samooja,US Lecce,19,Goalkeeper,Finland,3092.0,Serie A
Marco Bleve,US Lecce,27,Goalkeeper,Italy,3091.0,Serie A
Federico Brancolini,US Lecce,21,Goalkeeper,Italy,3090.0,Serie A
Antonio Pio Iervolino,US Salernitana 1919,20,midfield,Italy,3082.0,Serie A
Federico Fazio,US Salernitana 1919,36,Defender,Argentina,3071.0,Serie A
Vincenzo Fiorillo,US Salernitana 1919,33,Goalkeeper,Italy,3064.0,Serie A
Duccio Degli Innocenti,FC Empoli,20,midfield,Italy,3047.0,Serie A
Lorenzo Tonelli,FC Empoli,33,Defender,Italy,3041.0,Serie A
Gabriele Guarino,FC Empoli,19,Defender,Italy,3040.0,Serie A
Samir Ujkani,FC Empoli,34,Goalkeeper,Kosovo,3035.0,Serie A
Lovro Stubljar,FC Empoli,18,Goalkeeper,Slovenia,3034.0,Serie A
Samuele Perisan,FC Empoli,25,Goalkeeper,Italy,3033.0,Serie A
Pedro Obiang,US Sassuolo,31,midfield,Equatorial Guinea,3022.0,Serie A
Filippo Romagna,US Sassuolo,26,Defender,Italy,3012.0,Serie A
Gianluca Pegolo,US Sassuolo,42,Goalkeeper,Italy,3008.0,Serie A
Alessandro Russo,US Sassuolo,22,Goalkeeper,Italy,3007.0,Serie A
Ilija Nestorovski,Udinese Calcio,33,Attack,North Macedonia,3005.0,Serie A
Vivaldo,Udinese Calcio,18,Attack,Portugal,3004.0,Serie A
Marvin Zeegelaar,Udinese Calcio,32,Defender,Netherlands,2991.0,Serie A
Axel Guessand,Udinese Calcio,18,Defender,France,2987.0,Serie A
James Abankwah,Udinese Calcio,19,Defender,Ireland,2986.0,Serie A
Edoardo Piana,Udinese Calcio,19,Goalkeeper,Italy,2981.0,Serie A
Daniele Padelli,Udinese Calcio,37,Goalkeeper,Italy,2980.0,Serie A
Mirko Maric,AC Monza,28,Attack,Croatia,2978.0,Serie A
Christian Gytkjaer,AC Monza,33,Attack,Denmark,2977.0,Serie A
Marco D'Alessandro,AC Monza,32,Attack,Italy,2973.0,Serie A
Samuele Vignato,AC Monza,19,midfield,Italy,2971.0,Serie A
Andrea Barberis,AC Monza,29,midfield,Italy,2964.0,Serie A
Giulio Donati,AC Monza,33,Defender,Italy,2962.0,Serie A
Luca Marrone,AC Monza,33,Defender,Italy,2958.0,Serie A
Valentin Antov,AC Monza,22,Defender,Bulgaria,2957.0,Serie A
Eugenio Lamanna,AC Monza,33,Goalkeeper,Italy,2953.0,Serie A
Alessandro Sorrentino,AC Monza,21,Goalkeeper,Italy,2952.0,Serie A
Brian Bayeye,Torino FC,22,midfield,France,2942.0,Serie A
Michel Adopo,Torino FC,22,midfield,France,2941.0,Serie A
Gvidas Gineitis,Torino FC,19,midfield,Lithuania,2940.0,Serie A
Matteo Fiorenza,Torino FC,20,Goalkeeper,Italy,2925.0,Serie A
Luca Gemello,Torino FC,22,Goalkeeper,Italy,2924.0,Serie A
Etrit Berisha,Torino FC,34,Goalkeeper,Albania,2923.0,Serie A
Antonio Raimondo,Bologna FC 1909,19,Attack,Italy,2921.0,Serie A
Kingsley Michael,Bologna FC 1909,23,midfield,Nigeria,2914.0,Serie A
Niklas Pyyhtiä,Bologna FC 1909,19,midfield,Finland,2913.0,Serie A
Kacper Urbanski,Bologna FC 1909,18,midfield,Poland,2909.0,Serie A
Gary Medel,Bologna FC 1909,35,midfield,Chile,2908.0,Serie A
Lorenzo De Silvestri,Bologna FC 1909,35,Defender,Italy,2905.0,Serie A
Wisdom Amey,Bologna FC 1909,17,Defender,Togo,2900.0,Serie A
Nicola Bagnolini,Bologna FC 1909,19,Goalkeeper,Italy,2895.0,Serie A
Francesco Bardi,Bologna FC 1909,31,Goalkeeper,Italy,2894.0,Serie A
Federico Ravaglia,Bologna FC 1909,23,Goalkeeper,Italy,2893.0,Serie A
Alessandro Bianco,ACF Fiorentina,20,midfield,Italy,2882.0,Serie A
Salvatore Sirigu,ACF Fiorentina,36,Goalkeeper,Italy,2868.0,Serie A
Michele Cerofolini,ACF Fiorentina,24,Goalkeeper,Italy,2867.0,Serie A
Enzo Barrenechea,Juventus FC,22,midfield,Argentina,2851.0,Serie A
Carlo Pinsoglio,Juventus FC,33,Goalkeeper,Italy,2841.0,Serie A
Ante Coric,AS Roma,26,midfield,Croatia,2833.0,Serie A
William Bianda,AS Roma,23,Defender,France,2819.0,Serie A
Pietro Boer,AS Roma,21,Goalkeeper,Italy,2813.0,Serie A
Lukas Vorlicky,Atalanta BC,21,Attack,Czech Republic,2806.0,Serie A
Simone Muratore,Atalanta BC,25,midfield,Italy,2803.0,Serie A
Francesco Rossi,Atalanta BC,32,Goalkeeper,Italy,2788.0,Serie A
Antonio Mirante,AC Milan,39,Goalkeeper,Italy,2759.0,Serie A
Devis Vásquez,AC Milan,25,Goalkeeper,Colombia,2758.0,Serie A
Ciprian Tatarusanu,AC Milan,37,Goalkeeper,Romania,2757.0,Serie A
Mattia Zanotti,Inter Milan,20,Defender,Italy,2742.0,Serie A
Alessandro Fontanarosa,Inter Milan,20,Defender,Italy,2737.0,Serie A
Alex Cordaz,Inter Milan,40,Goalkeeper,Italy,2731.0,Serie A
Samir Handanovic,Inter Milan,38,Goalkeeper,Slovenia,2730.0,Serie A
Marco Bertini,SS Lazio,20,midfield,Italy,2716.0,Serie A
Stefan Radu,SS Lazio,36,Defender,Romania,2711.0,Serie A
Marius Adamonis,SS Lazio,26,Goalkeeper,Lithuania,2705.0,Serie A
Karim Zedadka,SSC Napoli,23,midfield,Algeria,2694.0,Serie A
Davide Marfella,SSC Napoli,23,Goalkeeper,Italy,2679.0,Serie A
Hubert Idasiak,SSC Napoli,21,Goalkeeper,Poland,2678.0,Serie A
Pape Cheikh,Elche CF,25,midfield,Senegal,2109.0,La Liga
Gonzalo Verdú,Elche CF,34,Defender,Spain,2099.0,La Liga
Axel Werner,Elche CF,27,Goalkeeper,Argentina,2093.0,La Liga
Omar El Hilali,RCD Espanyol Barcelona,19,Defender,Morocco,2078.0,La Liga
Rubén Sánchez,RCD Espanyol Barcelona,22,Defender,Spain,2077.0,La Liga
Simo Keddari,RCD Espanyol Barcelona,18,Defender,Spain,2072.0,La Liga
Joan García,RCD Espanyol Barcelona,22,Goalkeeper,Spain,2067.0,La Liga
Iván Sánchez,Real Valladolid CF,30,Attack,Spain,2062.0,La Liga
Anuar,Real Valladolid CF,28,midfield,Morocco,2056.0,La Liga
Dyego Sousa,UD Almería,33,Attack,Portugal,2040.0,La Liga
Diego Fuoli,UD Almería,25,Goalkeeper,Spain,2017.0,La Liga
Diego Mariño,UD Almería,33,Goalkeeper,Spain,2016.0,La Liga
Youba Diarra,Cádiz CF,25,midfield,Mali,2004.0,La Liga
José Mari,Cádiz CF,35,midfield,Spain,2000.0,La Liga
Jon Ander Garrido,Cádiz CF,33,midfield,Spain,1999.0,La Liga
Raúl Parra,Cádiz CF,23,Defender,Spain,1998.0,La Liga
Juan Cala,Cádiz CF,33,Defender,Spain,1993.0,La Liga
Momo Mbaye,Cádiz CF,24,Defender,Senegal,1992.0,La Liga
David Gil,Cádiz CF,29,Goalkeeper,Spain,1987.0,La Liga
Kiko Casilla,Getafe CF,36,Goalkeeper,Spain,1963.0,La Liga
Diego Conde,Getafe CF,24,Goalkeeper,Spain,1962.0,La Liga
Cristian Rivero,Valencia CF,25,Goalkeeper,Spain,1939.0,La Liga
Iago Herrerín,Valencia CF,35,Goalkeeper,Spain,1938.0,La Liga
Carlos Domínguez,Celta de Vigo,22,Defender,Spain,1918.0,La Liga
Mario Hernández,Rayo Vallecano,24,Defender,Spain,1899.0,La Liga
Mario Suárez,Rayo Vallecano,36,Defender,Spain,1895.0,La Liga
Esteban Saveljich,Rayo Vallecano,32,Defender,Montenegro,1894.0,La Liga
Diego López,Rayo Vallecano,41,Goalkeeper,Spain,1890.0,La Liga
Miguel Ángel Morro,Rayo Vallecano,22,Goalkeeper,Spain,1889.0,La Liga
Ibrahima Kébé,Girona FC,22,midfield,Mali,1852.0,La Liga
Toni Fuidias,Girona FC,22,Goalkeeper,Spain,1841.0,La Liga
Juan Carlos,Girona FC,35,Goalkeeper,Spain,1840.0,La Liga
Clément Grenier,RCD Mallorca,32,midfield,France,1831.0,La Liga
Josep Gayá,RCD Mallorca,22,Defender,Spain,1822.0,La Liga
Leo Román,RCD Mallorca,22,Goalkeeper,Spain,1816.0,La Liga
Mikel Balenziaga,Athletic Bilbao,35,Defender,Spain,1797.0,La Liga
Ander Iru,Athletic Bilbao,24,Goalkeeper,Spain,1791.0,La Liga
Diego Moreno,CA Osasuna,22,Defender,Spain,1776.0,La Liga
Pepe Reina,Villarreal CF,40,Goalkeeper,Spain,1719.0,La Liga
Martín Merquelanz,Real Sociedad,28,Attack,Spain,1712.0,La Liga
Andoni Zubiaurre,Real Sociedad,26,Goalkeeper,Spain,1692.0,La Liga
Dan Nlundulu,Southampton FC,24,Attack,England,1127.0,Premier League
Nathan Tella,Southampton FC,23,Attack,England,1121.0,Premier League
Will Smallbone,Southampton FC,23,midfield,Ireland,1114.0,Premier League
Willy Caballero,Southampton FC,41,Goalkeeper,Argentina,1097.0,Premier League
Tyler Roberts,Leeds United,24,Attack,Wales,1094.0,Premier League
Joe Gelhardt,Leeds United,21,Attack,England,1092.0,Premier League
Ian Poveda,Leeds United,23,Attack,England,1089.0,Premier League
Jamie Shackleton,Leeds United,23,midfield,England,1080.0,Premier League
Cody Drameh,Leeds United,21,Defender,England,1074.0,Premier League
Leo Fuhr Hjelde,Leeds United,19,Defender,Norway,1070.0,Premier League
Charlie Cresswell,Leeds United,20,Defender,England,1068.0,Premier League
George Hirst,Leicester City,24,Attack,England,1062.0,Premier League
Marc Albrighton,Leicester City,33,midfield,England,1055.0,Premier League
Hamza Choudhury,Leicester City,25,midfield,England,1050.0,Premier League
Ryan Bertrand,Leicester City,33,Defender,England,1044.0,Premier League
Alex Smithies,Leicester City,33,Goalkeeper,England,1035.0,Premier League
Ibrahim Maza,Hertha BSC,17,Attack,Germany,1035.0,Bundesliga
Derry Scherhant,Hertha BSC,20,Attack,Germany,1034.0,Bundesliga
Florian Niederlechner,Hertha BSC,32,Attack,Germany,1033.0,Bundesliga
Kelian Nsona,Hertha BSC,21,Attack,France,1029.0,Bundesliga
Kevin-Prince Boateng,Hertha BSC,36,midfield,Ghana,1025.0,Bundesliga
Tolga Cigerci,Hertha BSC,31,midfield,Turkey,1022.0,Bundesliga
Julian Eitschberger,Hertha BSC,19,Defender,Germany,1019.0,Bundesliga
Peter Pekarik,Hertha BSC,36,Defender,Slovakia,1018.0,Bundesliga
Lukas Ullrich,Hertha BSC,19,Defender,Germany,1016.0,Bundesliga
Andy Lonergan,Everton FC,39,Goalkeeper,England,1010.0,Premier League
Asmir Begovic,Everton FC,36,Goalkeeper,Bosnia-Herzegovina,1009.0,Premier League
Rune Jarstein,Hertha BSC,38,Goalkeeper,Norway,1009.0,Bundesliga
Tjark Ernst,Hertha BSC,20,Goalkeeper,Germany,1008.0,Bundesliga
Lyle Taylor,Nottingham Forest,33,Attack,Montserrat,1007.0,Premier League
Sebastian Polter,FC Schalke 04,32,Attack,Germany,1006.0,Bundesliga
Simon Terodde,FC Schalke 04,35,Attack,Germany,1005.0,Bundesliga
Josh Bowler,Nottingham Forest,24,Attack,England,1002.0,Premier League
Alex Mighten,Nottingham Forest,21,Attack,England,1001.0,Premier League
Dominick Drexler,FC Schalke 04,33,midfield,Germany,1000.0,Bundesliga
Soichiro Kozuki,FC Schalke 04,22,midfield,Japan,997.0,Bundesliga
Nassim Boujellab,FC Schalke 04,24,midfield,Morocco,996.0,Bundesliga
Harry Arter,Nottingham Forest,33,midfield,Ireland,995.0,Premier League
Danny Latza,FC Schalke 04,33,midfield,Germany,995.0,Bundesliga
Cafú,Nottingham Forest,30,midfield,Portugal,994.0,Premier League
Jack Colback,Nottingham Forest,33,midfield,England,989.0,Premier League
Ibrahima Cissé,FC Schalke 04,22,Defender,Mali,986.0,Bundesliga
Timothée Kolodziejczak,FC Schalke 04,31,Defender,France,985.0,Bundesliga
Marcin Kaminski,FC Schalke 04,31,Defender,Poland,984.0,Bundesliga
Maya Yoshida,FC Schalke 04,34,Defender,Japan,983.0,Bundesliga
Michael Langer,FC Schalke 04,38,Goalkeeper,Austria,978.0,Bundesliga
Justin Heekeren,FC Schalke 04,22,Goalkeeper,Germany,977.0,Bundesliga
Jonathan Panzo,Nottingham Forest,22,Defender,England,977.0,Premier League
Ralf Fährmann,FC Schalke 04,34,Goalkeeper,Germany,976.0,Bundesliga
Alexander Schwolow,FC Schalke 04,31,Goalkeeper,Germany,975.0,Bundesliga
Alou Kuol,VfB Stuttgart,21,Attack,Australia,974.0,Bundesliga
Adnan Kanuric,Nottingham Forest,22,Goalkeeper,Bosnia-Herzegovina,973.0,Premier League
Thomas Kastanaras,VfB Stuttgart,20,Attack,Germany,973.0,Bundesliga
Jordan Smith,Nottingham Forest,28,Goalkeeper,England,972.0,Premier League
Wayne Hennessey,Nottingham Forest,36,Goalkeeper,Wales,971.0,Premier League
Christian Saydee,AFC Bournemouth,21,Attack,England,969.0,Premier League
Jamal Lowe,AFC Bournemouth,28,Attack,Jamaica,965.0,Premier League
Laurin Ulrich,VfB Stuttgart,18,midfield,Germany,964.0,Bundesliga
Ömer Beyaz,VfB Stuttgart,19,midfield,Turkey,963.0,Bundesliga
Junior Stanislas,AFC Bournemouth,33,Attack,England,962.0,Premier League
Gavin Kilkenny,AFC Bournemouth,23,midfield,Ireland,957.0,Premier League
Ben Pearson,AFC Bournemouth,28,midfield,England,956.0,Premier League
Antonis Aidonis,VfB Stuttgart,22,Defender,Germany,953.0,Bundesliga
Florian Schock,VfB Stuttgart,22,Goalkeeper,Germany,948.0,Bundesliga
Dennis Seimen,VfB Stuttgart,17,Goalkeeper,Germany,947.0,Bundesliga
Will Dennis,AFC Bournemouth,22,Goalkeeper,England,942.0,Premier League
Darren Randolph,AFC Bournemouth,36,Goalkeeper,Ireland,941.0,Premier League
Daniel Caligiuri,FC Augsburg,35,Attack,Italy,939.0,Bundesliga
Noah Joel Sarenren Bazee,FC Augsburg,26,Attack,Germany,938.0,Bundesliga
Julian Baumgartlinger,FC Augsburg,35,midfield,Austria,930.0,Bundesliga
Tobias Strobl,FC Augsburg,33,midfield,Germany,929.0,Bundesliga
Conor Coventry,West Ham United,23,midfield,Ireland,928.0,Premier League
Aaron Zehnter,FC Augsburg,18,Defender,Germany,925.0,Bundesliga
Angelo Ogbonna,West Ham United,35,Defender,Italy,921.0,Premier League
Lukasz Fabianski,West Ham United,38,Goalkeeper,Poland,917.0,Premier League
Benjamin Leneis,FC Augsburg,24,Goalkeeper,Germany,917.0,Bundesliga
Daniel Klein,FC Augsburg,22,Goalkeeper,Germany,916.0,Bundesliga
Rafal Gikiewicz,FC Augsburg,35,Goalkeeper,Poland,915.0,Bundesliga
Silvère Ganvoula,VfL Bochum,26,Attack,Congo,913.0,Bundesliga
Luke Cundle,Wolverhampton Wanderers,21,midfield,England,904.0,Premier League
Anthony Losilla,VfL Bochum,37,midfield,France,902.0,Bundesliga
Jacek Goralski,VfL Bochum,30,midfield,Poland,901.0,Bundesliga
Cristian Gamboa,VfL Bochum,33,Defender,Costa Rica,900.0,Bundesliga
Ki-Jana Hoever,Wolverhampton Wanderers,21,Defender,Netherlands,897.0,Premier League
Mohammed Tolba,VfL Bochum,18,Defender,Germany,895.0,Bundesliga
Vasilios Lampropoulos,VfL Bochum,33,Defender,Greece,894.0,Bundesliga
Paul Grave,VfL Bochum,22,Goalkeeper,Germany,889.0,Bundesliga
Michael Esser,VfL Bochum,35,Goalkeeper,Germany,888.0,Bundesliga
Louie Moulden,Wolverhampton Wanderers,21,Goalkeeper,England,888.0,Premier League
Marko Johansson,VfL Bochum,24,Goalkeeper,Sweden,887.0,Bundesliga
Jean Manuel Mbom,SV Werder Bremen,23,midfield,Germany,878.0,Bundesliga
Dikeni Salifou,SV Werder Bremen,20,midfield,Togo,876.0,Bundesliga
Christian Groß,SV Werder Bremen,34,midfield,Germany,875.0,Bundesliga
Louis Lord,SV Werder Bremen,19,Goalkeeper,Germany,864.0,Bundesliga
Abdul-Rahman Baba,Chelsea FC,28,Defender,Ghana,864.0,Premier League
Dudu,SV Werder Bremen,24,Goalkeeper,Germany,863.0,Bundesliga
Mio Backhaus,SV Werder Bremen,19,Goalkeeper,Germany,862.0,Bundesliga
Michael Zetterer,SV Werder Bremen,27,Goalkeeper,Germany,861.0,Bundesliga
Fisnik Asllani,TSG 1899 Hoffenheim,20,Attack,Germany,859.0,Bundesliga
Malcolm Ebiowei,Crystal Palace,19,Attack,England,847.0,Premier League
James McArthur,Crystal Palace,35,midfield,Scotland,842.0,Premier League
Ermin Bicakcic,TSG 1899 Hoffenheim,33,Defender,Bosnia-Herzegovina,839.0,Bundesliga
James Tomkins,Crystal Palace,34,Defender,England,833.0,Premier League
Nahuel Noll,TSG 1899 Hoffenheim,20,Goalkeeper,Germany,832.0,Bundesliga
Luca Philipp,TSG 1899 Hoffenheim,22,Goalkeeper,Germany,831.0,Bundesliga
Philipp Pentke,TSG 1899 Hoffenheim,38,Goalkeeper,Germany,830.0,Bundesliga
Remi Matthews,Crystal Palace,29,Goalkeeper,England,828.0,Premier League
Maximilian Schmid,1.FC Köln,20,Attack,Germany,828.0,Bundesliga
Joe Whitworth,Crystal Palace,19,Goalkeeper,England,827.0,Premier League
Sebastian Andersson,1.FC Köln,31,Attack,Sweden,827.0,Bundesliga
Rodrigo Muniz,Fulham FC,22,Attack,Brazil,824.0,Premier League
Anthony Knockaert,Fulham FC,31,Attack,France,821.0,Premier League
Justin Diehl,1.FC Köln,18,Attack,Germany,820.0,Bundesliga
Joshua Schwirten,1.FC Köln,21,midfield,Germany,815.0,Bundesliga
Tyrese Francois,Fulham FC,22,midfield,Australia,814.0,Premier League
Georg Strauch,1.FC Köln,22,midfield,Germany,811.0,Bundesliga
Steven Sessegnon,Fulham FC,23,Defender,England,809.0,Premier League
Rijad Smajic,1.FC Köln,19,Defender,Bosnia-Herzegovina,804.0,Bundesliga
Elias Bakatukanda,1.FC Köln,19,Defender,Germany,803.0,Bundesliga
Matthias Köbbing,1.FC Köln,26,Goalkeeper,Germany,798.0,Bundesliga
Halil Dervisoglu,Brentford FC,23,Attack,Turkey,798.0,Premier League
Julian Roloff,1.FC Köln,22,Goalkeeper,Germany,797.0,Bundesliga
Tariqe Fosu,Brentford FC,27,Attack,Ghana,794.0,Premier League
Conor Noß,Borussia Mönchengladbach,22,midfield,Ireland,787.0,Bundesliga
Fin Stevens,Brentford FC,20,Defender,Wales,783.0,Premier League
Simon Walde,Borussia Mönchengladbach,18,Defender,Germany,780.0,Bundesliga
Charlie Goode,Brentford FC,27,Defender,England,779.0,Premier League
Mamadou Doucouré,Borussia Mönchengladbach,25,Defender,France,775.0,Bundesliga
Tony Jantschke,Borussia Mönchengladbach,33,Defender,Germany,774.0,Bundesliga
Ellery Balcombe,Brentford FC,23,Goalkeeper,England,773.0,Premier League
Matthew Cox,Brentford FC,20,Goalkeeper,England,772.0,Premier League
Tobias Sippel,Borussia Mönchengladbach,35,Goalkeeper,Germany,770.0,Bundesliga
Jan Olschowsky,Borussia Mönchengladbach,21,Goalkeeper,Germany,769.0,Bundesliga
Brajan Gruda,1.FSV Mainz 05,19,Attack,Germany,761.0,Bundesliga
Eniss Shabani,1.FSV Mainz 05,20,midfield,Germany,758.0,Bundesliga
Brandon Austin,Tottenham Hotspur,24,Goalkeeper,England,748.0,Premier League
Philipp Schulz,1.FSV Mainz 05,18,Defender,Germany,748.0,Bundesliga
Alfie Whiteman,Tottenham Hotspur,24,Goalkeeper,England,747.0,Premier League
Keinan Davis,Aston Villa,25,Attack,England,744.0,Premier League
Lasse Rieß,1.FSV Mainz 05,21,Goalkeeper,Germany,743.0,Bundesliga
Cameron Archer,Aston Villa,21,Attack,England,742.0,Premier League
Jaden Philogene,Aston Villa,21,Attack,England,738.0,Premier League
Tim Iroegbunam,Aston Villa,19,midfield,England,735.0,Premier League
Marvelous Nakamba,Aston Villa,29,midfield,Zimbabwe,731.0,Premier League
Ashley Young,Aston Villa,37,Defender,England,728.0,Premier League
Kortney Hause,Aston Villa,27,Defender,England,724.0,Premier League
Niklas Klinger,VfL Wolfsburg,27,Goalkeeper,Germany,719.0,Bundesliga
Viljami Sinisalo,Aston Villa,21,Goalkeeper,Finland,719.0,Premier League
Jed Steer,Aston Villa,30,Goalkeeper,England,718.0,Premier League
Philipp Schulze,VfL Wolfsburg,20,Goalkeeper,Germany,718.0,Bundesliga
Pavao Pervan,VfL Wolfsburg,35,Goalkeeper,Austria,717.0,Bundesliga
Nacho Ferri,Eintracht Frankfurt,18,Attack,Spain,715.0,Bundesliga
Mehdi Loune,Eintracht Frankfurt,19,midfield,Germany,704.0,Bundesliga
Marcel Wenig,Eintracht Frankfurt,19,midfield,Germany,703.0,Bundesliga
Timothy Chandler,Eintracht Frankfurt,33,Defender,United States,699.0,Bundesliga
Jan Schröder,Eintracht Frankfurt,20,Defender,Germany,697.0,Bundesliga
Dario Gebuhr,Eintracht Frankfurt,20,Defender,Germany,694.0,Bundesliga
Makoto Hasebe,Eintracht Frankfurt,39,Defender,Japan,693.0,Bundesliga
Adrián,Liverpool FC,36,Goalkeeper,Spain,688.0,Premier League
Simon Simoni,Eintracht Frankfurt,18,Goalkeeper,Albania,688.0,Bundesliga
Jens Grahl,Eintracht Frankfurt,34,Goalkeeper,Germany,687.0,Bundesliga
Diant Ramaj,Eintracht Frankfurt,21,Goalkeeper,Germany,686.0,Bundesliga
Jeff Hendrick,Newcastle United,31,midfield,Ireland,674.0,Premier League
Joshua Eze,Bayer 04 Leverkusen,20,midfield,Germany,673.0,Bundesliga
Ayman Azhil,Bayer 04 Leverkusen,22,midfield,Morocco,672.0,Bundesliga
Isaac Hayden,Newcastle United,28,midfield,England,671.0,Premier League
Niklas Lomb,Bayer 04 Leverkusen,29,Goalkeeper,Germany,661.0,Bundesliga
Kell Watts,Newcastle United,23,Defender,England,661.0,Premier League
Ciaran Clark,Newcastle United,33,Defender,Ireland,660.0,Premier League
Mark Gillespie,Newcastle United,31,Goalkeeper,England,656.0,Premier League
Karl Darlow,Newcastle United,32,Goalkeeper,England,655.0,Premier League
Amad Diallo,Manchester United,20,Attack,Cote d'Ivoire,647.0,Premier League
Jonathan Schmid,SC Freiburg,33,Defender,France,643.0,Bundesliga
Hannibal,Manchester United,20,midfield,Tunisia,641.0,Premier League
Kimberly Ezekwem,SC Freiburg,22,Defender,Germany,640.0,Bundesliga
Kobbie Mainoo,Manchester United,18,midfield,England,639.0,Premier League
Benjamin Uphoff,SC Freiburg,29,Goalkeeper,Germany,634.0,Bundesliga
Sven Michel,1.FC Union Berlin,32,Attack,Germany,631.0,Bundesliga
Álvaro Fernandez,Manchester United,20,Defender,Spain,629.0,Premier League
Tim Maciejewski,1.FC Union Berlin,22,Attack,Germany,626.0,Bundesliga
Kevin Möhwald,1.FC Union Berlin,29,midfield,Germany,624.0,Bundesliga
Axel Tuanzebe,Manchester United,25,Defender,England,623.0,Premier League
Tom Heaton,Manchester United,37,Goalkeeper,England,618.0,Premier League
Christopher Trimmel,1.FC Union Berlin,36,Defender,Austria,616.0,Bundesliga
Marquinhos,Arsenal FC,20,Attack,Brazil,611.0,Premier League
Jakob Busk,1.FC Union Berlin,29,Goalkeeper,Denmark,607.0,Bundesliga
Auston Trusty,Arsenal FC,24,Defender,United States,593.0,Premier League
Sanoussy Ba,RB Leipzig,19,Defender,Germany,590.0,Bundesliga
Timo Schlieck,RB Leipzig,17,Goalkeeper,Germany,583.0,Bundesliga
Jonas Nickisch,RB Leipzig,19,Goalkeeper,Germany,582.0,Bundesliga
Oskar Preil,RB Leipzig,19,Goalkeeper,Germany,581.0,Bundesliga
Örjan Nyland,RB Leipzig,32,Goalkeeper,Norway,580.0,Bundesliga
Anthony Modeste,Borussia Dortmund,35,Attack,France,577.0,Bundesliga
Göktan Gürpüz,Borussia Dortmund,20,midfield,Turkey,570.0,Bundesliga
Scott Carson,Manchester City,37,Goalkeeper,England,567.0,Premier League
Zack Steffen,Manchester City,28,Goalkeeper,United States,566.0,Premier League
Antonios Papadopoulos,Borussia Dortmund,23,Defender,Germany,553.0,Bundesliga
Luca Unbehaun,Borussia Dortmund,22,Goalkeeper,Germany,548.0,Bundesliga
